split,shard_id,local_index,band_idx,band_label,err_bin_id,fen,target_y,teacher_pred,teacher_abs_err,oracle_reference_node_budget,oracle_reference_cp,oracle_reference_y_600,teacher_vs_train_abs,teacher_vs_oracle_abs_600,train_vs_oracle_abs_600,oracle_target_range_600,oracle_target_std_600,oracle_cp_range,bestmove_changes,sign_flips,oracle_reference_y_s400,teacher_vs_oracle_abs_s400,train_vs_oracle_abs_s400,oracle_reference_y_s600,teacher_vs_oracle_abs_s600,train_vs_oracle_abs_s600,oracle_reference_y_s800,teacher_vs_oracle_abs_s800,train_vs_oracle_abs_s800,oracle_reference_y_s1200,teacher_vs_oracle_abs_s1200,train_vs_oracle_abs_s1200,oracle_cp_n8000,oracle_y600_n8000,oracle_bestmove_n8000,train_vs_oracle_abs_n8000,oracle_cp_n32000,oracle_y600_n32000,oracle_bestmove_n32000,train_vs_oracle_abs_n32000,oracle_cp_n128000,oracle_y600_n128000,oracle_bestmove_n128000,train_vs_oracle_abs_n128000,rank_oracle_target_range_600,rank_oracle_target_std_600,rank_bestmove_changes,rank_sign_flips,band_instability_score,stability_group,teacher_closer_to_oracle_than_train_600,teacher_oracle_sign_match,train_oracle_sign_match
test,0,8144,0,"[0.000,0.050]",0,3r2k1/pp2qpbp/2p3p1/P2np3/2P1N3/1Q2PNP1/1P3PP1/4K2R b K - 0 1,0.016665123403072357,0.0426025390625,0.025937415659427643,128000,14.0,0.023329099687423707,0.025937415659427643,0.019273439375076293,0.00666397628435135,0.12718525020386112,0.05644213423586134,77.0,1,0,0.03498571533277944,0.0076168237297205565,0.018320591929707086,0.023329099687423707,0.019273439375076293,0.00666397628435135,0.01749821376048069,0.02510432530201931,0.0008330903574083337,0.011666137374496012,0.03093640168800399,0.004998986028576345,91.0,0.15051434989128484,d5b4,0.13384922648821249,24.0,0.03997868031116357,d5b4,0.023313556908091213,14.0,0.023329099687423707,d5f6,0.00666397628435135,1.0,1.0,0.6595744680851063,0.0,0.6648936170212766,unstable,False,True,True
test,0,27235,0,"[0.000,0.050]",0,3q1rk1/pp1bpp2/3p1npQ/4n2p/3NP2P/1BP2P2/P1P3P1/2KR3R b - - 0 1,-0.04164256900548935,-0.00323486328125,0.03840770572423935,128000,-3.0,-0.004999958333749996,0.03840770572423935,0.001765095052499996,0.03664261067173935,0.03832861335703157,0.01577040313348111,23.0,2,2,-0.00749985937816399,0.00426499609691399,0.03414270962732536,-0.004999958333749996,0.001765095052499996,0.03664261067173935,-0.0037499824219738766,0.0005151191407238766,0.03789258658351547,-0.0024999947916796877,0.0007348684895703123,0.039142574213809664,-12.0,-0.01999733375993093,d8a5,0.02164523524555842,11.0,0.01833127959710064,a7a5,0.05997384860258999,-3.0,-0.004999958333749996,d8c7,0.03664261067173935,0.5319148936170213,0.5106382978723404,0.8723404255319149,0.9361702127659575,0.7127659574468085,unstable,True,True,True
test,0,3912,0,"[0.000,0.050]",1,8/R7/5pk1/4p3/6P1/5P1K/1r6/8 w - - 0 1,0.0,0.05499267578125,0.05499267578125,128000,-2.0,-0.0033333209877091908,0.05499267578125,0.05832599676895919,0.0033333209877091908,0.0049999027795318614,0.002078656205149084,3.0,0,0,-0.004999958333749996,0.059992634115,0.004999958333749996,-0.0033333209877091908,0.05832599676895919,0.0033333209877091908,-0.0024999947916796877,0.057492670572929686,0.0024999947916796877,-0.001666665123458505,0.056659340904708505,0.001666665123458505,-1.0,-0.001666665123458505,h3g3,0.001666665123458505,-4.0,-0.0066665679029903665,h3g3,0.0066665679029903665,-2.0,-0.0033333209877091908,h3g3,0.0033333209877091908,0.1276595744680851,0.10638297872340426,0.0,0.02127659574468085,0.06382978723404255,stable,False,False,False
test,0,8196,0,"[0.000,0.050]",1,8/8/p5p1/Pp3k1p/2pK3P/2P2bP1/1P2N3/8 w - - 0 1,0.0,0.0963134765625,0.0963134765625,128000,0.0,0.0,0.0963134765625,0.0963134765625,0.0,0.0,0.0,0.0,0,0,0.0,0.0963134765625,0.0,0.0,0.0963134765625,0.0,0.0,0.0963134765625,0.0,0.0,0.0963134765625,0.0,0.0,0.0,e2g1,0.0,0.0,0.0,e2g1,0.0,0.0,0.0,e2g1,0.0,0.0,0.0,0.02127659574468085,0.0425531914893617,0.015957446808510637,stable,False,False,True
test,0,16259,1,"[0.050,0.200]",0,3rr1k1/5p2/1ppp1np1/p1n4p/2PRPPb1/2N2BP1/PPN3KP/4R3 w - - 0 1,0.051620740443468094,0.07513427734375,0.023513536900281906,128000,41.0,0.06822717204671605,0.023513536900281906,0.00690710529703395,0.016606431603247956,0.03481317605797268,0.014344766757124306,21.0,0,0,0.10214253861468392,0.02700826127093392,0.050521798171215826,0.06822717204671605,0.00690710529703395,0.016606431603247956,0.05120517664923562,0.02392910069451438,0.0004155637942324722,0.03415337792574826,0.04098089941800174,0.017467362517719832,54.0,0.0897577847471601,h2h3,0.03813704430369201,33.0,0.05494460868918742,h2h3,0.0033238682457193275,41.0,0.06822717204671605,h2h3,0.016606431603247956,0.5319148936170213,0.48936170212765956,0.0,0.0,0.2553191489361702,stable,True,True,True
test,0,1649,1,"[0.050,0.200]",0,6k1/5p2/5b1p/rb1P4/3P1p2/5BP1/4PP1P/1R4K1 w - - 0 1,-0.07320215553045273,-0.0275726318359375,0.04562952369451523,128000,-60.0,-0.09966799462495582,0.04562952369451523,0.07209536278901832,0.02646583909450309,0.024808303937456727,0.011694746629275053,15.0,0,0,-0.14888503362331795,0.12131240178738045,0.07568287809286522,-0.09966799462495582,0.07209536278901832,0.02646583909450309,-0.07485969068749909,0.04728705885156159,0.0016575351570463637,-0.04995837495787997,0.02238574312194247,0.02324378057257276,-60.0,-0.09966799462495582,g3f4,0.02646583909450309,-45.0,-0.07485969068749909,g3f4,0.0016575351570463637,-60.0,-0.09966799462495582,g3f4,0.02646583909450309,0.3617021276595745,0.40425531914893614,0.02127659574468085,0.02127659574468085,0.2021276595744681,stable,False,True,True
test,0,7225,1,"[0.050,0.200]",0,2b2rk1/2pqbppp/p2p1n2/N1p5/1r2PB2/1PN5/P1P2PPP/R2Q1RK1 w - - 0 1,0.11942730098962784,0.0706787109375,0.04874859005212784,128000,87.0,0.14399226586303726,0.04874859005212784,0.07331355492553726,0.024564964873409423,0.01628052519952325,0.007320485530312267,10.0,0,0,0.21413397614340715,0.14345526520590715,0.09470667515377931,0.14399226586303726,0.07331355492553726,0.024564964873409423,0.10832330552729708,0.037644594589797076,0.011103995462330762,0.07237324046358946,0.0016945295260894638,0.047054060526038374,97.0,0.1602727910625605,d1f3,0.04084549007293267,88.0,0.14562398314002767,d1f3,0.02619668215039983,87.0,0.14399226586303726,d1f3,0.024564964873409423,0.19148936170212766,0.19148936170212766,0.0425531914893617,0.0425531914893617,0.11702127659574468,stable,False,True,True
test,0,11073,1,"[0.050,0.200]",1,r1bqrk2/pp4pp/2pn4/3pN3/1Q1P4/2N2P2/PP4PP/R3R1K1 w - - 0 1,0.09306326508522034,0.1688232421875,0.07575997710227966,128000,90.0,0.14888503362331795,0.07575997710227966,0.019938208564182047,0.055821768538097616,0.011416359201193355,0.004801717940536815,7.0,2,0,0.22127846789844396,0.052455225710943965,0.12821520281322363,0.14888503362331795,0.019938208564182047,0.055821768538097616,0.11202778108923989,0.056795461098260114,0.01896451600401955,0.07485969068749909,0.09396355150000091,0.018203574397721245,85.0,0.14072648971223092,c3a4,0.047663224627010586,92.0,0.15214284891342428,e1e2,0.05907958382820394,90.0,0.14888503362331795,e1e3,0.055821768538097616,0.0851063829787234,0.0851063829787234,0.8936170212765957,0.06382978723404255,0.28191489361702127,stable,True,True,True
test,0,47592,1,"[0.050,0.200]",2,4rrk1/ppp3pp/3bq3/1Np4n/4P3/5P2/PPP1Q1PP/R1B2RK1 b - - 0 1,-0.15214285254478455,0.0154571533203125,0.16760000586509705,128000,-106.0,-0.1748513390060125,0.16760000586509705,0.190308492326325,0.022708486461227945,0.021080816741919833,0.009579404493089678,13.0,1,0,-0.25896622393478974,0.27442337725510224,0.1068233713900052,-0.1748513390060125,0.190308492326325,0.022708486461227945,-0.1317300057909633,0.1471871591112758,0.02041284675382124,-0.08810429968944254,0.10356145300975504,0.064038552855342,-93.0,-0.15377052226409266,d6f4,0.0016276697193081113,-105.0,-0.1732351578346601,d6e5,0.021092305289875546,-106.0,-0.1748513390060125,d6e5,0.022708486461227945,0.3191489361702128,0.3191489361702128,0.6170212765957447,0.0851063829787234,0.33510638297872336,stable,False,False,True
test,0,2828,1,"[0.050,0.200]",2,4b3/k4r1p/1bpB2p1/2pn4/2N1N3/3B3P/PP3PP1/6K1 w - - 0 1,0.15051434934139252,0.476318359375,0.3258040100336075,128000,79.0,0.1309110434076264,0.3258040100336075,0.3454073159673736,0.019603305933766108,0.018038021638878826,0.007614357216513302,11.0,0,0,0.19497153165403217,0.28134682772096786,0.04445718231263965,0.1309110434076264,0.3454073159673736,0.019603305933766108,0.09843025820266699,0.377888101172333,0.05208409113872553,0.06573839009280362,0.41057996928219637,0.0847759592485889,82.0,0.13582209941846443,c4b6,0.014692249922928086,71.0,0.1177840777795856,c4b6,0.03273027156180691,79.0,0.1309110434076264,c4b6,0.019603305933766108,0.23404255319148937,0.23404255319148937,0.06382978723404255,0.10638297872340426,0.1595744680851064,stable,False,True,True
